zip,lat,lng,city,state_id,state_name,population,density,county_name
1001,42.06262,-72.62521,Agawam,MA,Massachusetts,16088,550.1,Hampden
1002,42.37633,-72.46462,Amherst,MA,Massachusetts,27323,198.1,Hampshire
1003,42.39135,-72.52327,Amherst,MA,Massachusetts,13711,6583.4,Hampshire
1005,42.42117,-72.10655,Barre,MA,Massachusetts,4947,44.2,Worcester
1007,42.28163,-72.40009,Belchertown,MA,Massachusetts,15304,107.7,Hampshire
1008,42.18234,-72.95819,Blandford,MA,Massachusetts,1171,7.4,Hampden
1009,42.21133,-72.34189,Bondsville,MA,Massachusetts,800,442.8,Hampden
1010,42.12904,-72.20597,Brimfield,MA,Massachusetts,3703,40.6,Hampden
1011,42.30233,-72.96448,Chester,MA,Massachusetts,1332,15.7,Hampden
1012,42.38495,-72.84675,Chesterfield,MA,Massachusetts,503,16.1,Hampshire
1013,42.16059,-72.60788,Chicopee,MA,Massachusetts,22709,1549.1,Hampden
1020,42.17618,-72.56538,Chicopee,MA,Massachusetts,30704,951.4,Hampden
1022,42.19721,-72.54249,Chicopee,MA,Massachusetts,2235,179.2,Hampden
1026,42.46858,-72.92296,Cummington,MA,Massachusetts,1071,14.7,Hampshire
1027,42.29506,-72.74303,Easthampton,MA,Massachusetts,17708,168.5,Hampshire
1028,42.05967,-72.49899,East Longmeadow,MA,Massachusetts,16386,489.6,Hampden
1029,42.19402,-73.05067,East Otis,MA,Massachusetts,511,19.8,Berkshire
1030,42.06869,-72.67967,Feeding Hills,MA,Massachusetts,12627,405.3,Hampden
1031,42.32782,-72.19191,Gilbertville,MA,Massachusetts,1577,90.4,Worcester
1032,42.45313,-72.81965,Goshen,MA,Massachusetts,430,17.2,Hampshire
1033,42.26082,-72.50361,Granby,MA,Massachusetts,6110,84.8,Hampshire
1034,42.0826,-72.95611,Granville,MA,Massachusetts,1991,11.3,Hampden
1035,42.35563,-72.5692,Hadley,MA,Massachusetts,5293,88.5,Hampshire
1036,42.0638,-72.4157,Hampden,MA,Massachusetts,4991,98.3,Hampden
1037,42.37063,-72.19466,Hardwick,MA,Massachusetts,692,14.4,Worcester
1038,42.38466,-72.60559,Hatfield,MA,Massachusetts,2601,108.9,Hampshire
1039,42.41049,-72.69188,Haydenville,MA,Massachusetts,1675,39.2,Hampshire
1040,42.21251,-72.64109,Holyoke,MA,Massachusetts,38480,702.0,Hampden
1050,42.29092,-72.87526,Huntington,MA,Massachusetts,2593,24.2,Hampshire
1053,42.35205,-72.71032,Leeds,MA,Massachusetts,2016,135.4,Hampshire
1054,42.47381,-72.48768,Leverett,MA,Massachusetts,1794,30.2,Franklin
1056,42.19211,-72.45805,Ludlow,MA,Massachusetts,21050,298.9,Hampden
1057,42.09118,-72.32392,Monson,MA,Massachusetts,8288,71.8,Hampden
1060,42.32218,-72.63126,Northampton,MA,Massachusetts,14975,532.0,Hampshire
1062,42.32146,-72.69244,Florence,MA,Massachusetts,9835,217.6,Hampshire
1063,42.31962,-72.63951,Northampton,MA,Massachusetts,2532,11063.0,Hampshire
1066,42.40742,-72.64032,North Hatfield,MA,Massachusetts,51,15.6,Hampshire
1068,42.35125,-72.04776,Oakham,MA,Massachusetts,1621,28.8,Worcester
1069,42.18798,-72.30578,Palmer,MA,Massachusetts,8870,122.1,Hampden
1070,42.51958,-72.92504,Plainfield,MA,Massachusetts,621,12.1,Hampshire
1071,42.16029,-72.8598,Russell,MA,Massachusetts,1280,31.5,Hampden
1072,42.46327,-72.41893,Shutesbury,MA,Massachusetts,1374,27.8,Franklin
1073,42.23084,-72.73856,Southampton,MA,Massachusetts,6158,84.5,Hampshire
1074,42.3837,-72.10021,South Barre,MA,Massachusetts,584,869.5,Worcester
1075,42.25672,-72.57928,South Hadley,MA,Massachusetts,18051,393.3,Hampshire
1077,42.05441,-72.77851,Southwick,MA,Massachusetts,9292,116.3,Hampden
1079,42.18508,-72.33406,Thorndike,MA,Massachusetts,521,125.1,Hampden
1080,42.18228,-72.36515,Three Rivers,MA,Massachusetts,2276,527.7,Hampden
1081,42.06232,-72.23085,Wales,MA,Massachusetts,1748,46.6,Hampden
1082,42.29816,-72.27676,Ware,MA,Massachusetts,10441,85.8,Hampshire
1083,42.20652,-72.19906,Warren,MA,Massachusetts,2701,81.7,Worcester
1084,42.38589,-72.88165,West Chesterfield,MA,Massachusetts,101,4.7,Hampshire
1085,42.15375,-72.76961,Westfield,MA,Massachusetts,41715,269.7,Hampden
1088,42.38981,-72.6465,West Hatfield,MA,Massachusetts,663,48.7,Hampshire
1089,42.12532,-72.65025,West Springfield,MA,Massachusetts,28814,665.0,Hampden
1092,42.20008,-72.23715,West Warren,MA,Massachusetts,1248,71.7,Worcester
1093,42.44335,-72.65099,Whately,MA,Massachusetts,157,14.1,Franklin
1094,42.36481,-72.13548,Wheelwright,MA,Massachusetts,70,37.6,Worcester
1095,42.12763,-72.42994,Wilbraham,MA,Massachusetts,14737,253.0,Hampden
1096,42.40968,-72.77213,Williamsburg,MA,Massachusetts,2413,26.0,Hampshire
1097,42.17722,-72.83175,Woronoco,MA,Massachusetts,64,14.2,Hampden
1098,42.39551,-72.94315,Worthington,MA,Massachusetts,1042,12.6,Hampshire
1103,42.10443,-72.58997,Springfield,MA,Massachusetts,2168,1925.2,Hampden
1104,42.13326,-72.56733,Springfield,MA,Massachusetts,23226,1714.0,Hampden
1105,42.09911,-72.57865,Springfield,MA,Massachusetts,12527,4010.9,Hampden
1106,42.04877,-72.57163,Longmeadow,MA,Massachusetts,16150,650.5,Hampden
1107,42.12116,-72.60642,Springfield,MA,Massachusetts,12387,3100.9,Hampden
1108,42.0814,-72.55866,Springfield,MA,Massachusetts,26257,2946.1,Hampden
1109,42.11839,-72.54876,Springfield,MA,Massachusetts,31242,2216.9,Hampden
1118,42.09476,-72.5253,Springfield,MA,Massachusetts,15073,1618.5,Hampden
1119,42.12452,-72.51126,Springfield,MA,Massachusetts,13803,1509.5,Hampden
1128,42.09497,-72.48806,Springfield,MA,Massachusetts,3232,1125.3,Hampden
1129,42.1211,-72.4877,Springfield,MA,Massachusetts,5916,664.8,Hampden
1144,42.10189,-72.59091,Springfield,MA,Massachusetts,0,0.0,Hampden
1151,42.15294,-72.50883,Indian Orchard,MA,Massachusetts,9640,1571.3,Hampden
1201,42.45614,-73.28114,Pittsfield,MA,Massachusetts,45372,290.2,Berkshire
1220,42.62686,-73.11873,Adams,MA,Massachusetts,8161,137.7,Berkshire
1222,42.06242,-73.32146,Ashley Falls,MA,Massachusetts,754,63.4,Berkshire
1223,42.31118,-73.09835,Becket,MA,Massachusetts,2658,14.8,Berkshire
1224,42.50622,-73.19841,Berkshire,MA,Massachusetts,186,154.3,Berkshire
1225,42.56385,-73.1512,Cheshire,MA,Massachusetts,3243,46.7,Berkshire
1226,42.47954,-73.15329,Dalton,MA,Massachusetts,6356,112.8,Berkshire
1229,42.29411,-73.35227,Glendale,MA,Massachusetts,142,22.1,Berkshire
1230,42.18197,-73.34244,Great Barrington,MA,Massachusetts,9139,36.4,Berkshire
1235,42.43181,-73.07336,Hinsdale,MA,Massachusetts,2610,21.6,Berkshire
1236,42.26923,-73.37999,Housatonic,MA,Massachusetts,1632,95.2,Berkshire
1237,42.5529,-73.25373,Lanesborough,MA,Massachusetts,2332,18.3,Berkshire
1238,42.30072,-73.22553,Lee,MA,Massachusetts,5626,78.7,Berkshire
1240,42.37567,-73.26466,Lenox,MA,Massachusetts,4926,79.5,Berkshire
1242,42.3334,-73.24967,Lenox Dale,MA,Massachusetts,279,234.5,Berkshire
1243,42.34752,-73.03467,Middlefield,MA,Massachusetts,163,4.4,Hampshire
1244,42.10924,-73.27475,Mill River,MA,Massachusetts,164,11.0,Berkshire
1245,42.19043,-73.21579,Monterey,MA,Massachusetts,771,11.5,Berkshire
1247,42.69813,-73.09264,North Adams,MA,Massachusetts,15405,129.5,Berkshire
1253,42.20751,-73.1118,Otis,MA,Massachusetts,879,16.0,Berkshire
1254,42.37972,-73.36608,Richmond,MA,Massachusetts,995,26.6,Berkshire
1255,42.1068,-73.12213,Sandisfield,MA,Massachusetts,865,6.6,Berkshire
1256,42.59627,-73.01958,Savoy,MA,Massachusetts,708,7.6,Berkshire
1257,42.0976,-73.37241,Sheffield,MA,Massachusetts,2034,23.2,Berkshire
1258,42.09396,-73.46616,South Egremont,MA,Massachusetts,161,2.8,Berkshire
1259,42.07316,-73.23282,Southfield,MA,Massachusetts,720,12.1,Berkshire
1260,42.26663,-73.2712,South Lee,MA,Massachusetts,331,49.4,Berkshire
1262,42.30433,-73.32013,Stockbridge,MA,Massachusetts,1627,31.8,Berkshire
1264,42.23997,-73.19686,Tyringham,MA,Massachusetts,252,6.7,Berkshire
1266,42.30264,-73.39846,West Stockbridge,MA,Massachusetts,920,17.6,Berkshire
1267,42.66593,-73.24209,Williamstown,MA,Massachusetts,8166,53.2,Berkshire
1270,42.51297,-73.04859,Windsor,MA,Massachusetts,949,11.4,Berkshire
1301,42.62375,-72.60379,Greenfield,MA,Massachusetts,17901,272.7,Franklin
1330,42.51772,-72.81556,Ashfield,MA,Massachusetts,1542,17.3,Franklin
1331,42.56793,-72.18324,Athol,MA,Massachusetts,13870,98.9,Worcester
1337,42.69512,-72.57731,Bernardston,MA,Massachusetts,2492,25.7,Franklin
1338,42.5814,-72.80309,Buckland,MA,Massachusetts,97,28.6,Franklin
1339,42.61099,-72.88846,Charlemont,MA,Massachusetts,1493,9.9,Franklin
1340,42.68805,-72.73205,Colrain,MA,Massachusetts,1818,13.5,Franklin
1341,42.50734,-72.70221,Conway,MA,Massachusetts,1658,19.1,Franklin
1342,42.54384,-72.6058,Deerfield,MA,Massachusetts,1135,23.8,Franklin
1343,42.66766,-72.98822,Drury,MA,Massachusetts,152,5.1,Berkshire
1344,42.60756,-72.42916,Erving,MA,Massachusetts,1697,47.5,Franklin
1346,42.6706,-72.81323,Heath,MA,Massachusetts,407,11.7,Franklin
1347,42.56027,-72.51321,Lake Pleasant,MA,Massachusetts,207,223.7,Franklin
1349,42.56656,-72.47045,Millers Falls,MA,Massachusetts,715,28.0,Franklin
1350,42.72259,-72.98291,Monroe Bridge,MA,Massachusetts,114,4.1,Franklin
1351,42.54162,-72.52069,Montague,MA,Massachusetts,2725,53.7,Franklin
1354,42.63282,-72.51136,Gill,MA,Massachusetts,1708,48.0,Franklin
1355,42.45101,-72.33141,New Salem,MA,Massachusetts,1010,8.2,Franklin
1360,42.67575,-72.446,Northfield,MA,Massachusetts,2899,32.6,Franklin
1364,42.60449,-72.29263,Orange,MA,Massachusetts,7684,82.4,Franklin
1366,42.48858,-72.18564,Petersham,MA,Massachusetts,1141,11.9,Worcester
1367,42.69674,-72.91387,Rowe,MA,Massachusetts,473,7.4,Franklin
1368,42.67815,-72.18557,Royalston,MA,Massachusetts,1461,12.7,Worcester
1370,42.59607,-72.72915,Shelburne Falls,MA,Massachusetts,3690,29.6,Franklin
1373,42.47292,-72.61516,South Deerfield,MA,Massachusetts,5076,85.0,Franklin
1375,42.46475,-72.55489,Sunderland,MA,Massachusetts,3667,100.6,Franklin
1376,42.59273,-72.54591,Turners Falls,MA,Massachusetts,4968,470.3,Franklin
1378,42.67711,-72.34057,Warwick,MA,Massachusetts,762,7.9,Franklin
1379,42.54149,-72.3989,Wendell,MA,Massachusetts,819,14.7,Franklin
1380,42.58675,-72.40264,Wendell Depot,MA,Massachusetts,47,2.8,Franklin
1420,42.58559,-71.81693,Fitchburg,MA,Massachusetts,41766,536.5,Worcester
1430,42.66069,-71.9232,Ashburnham,MA,Massachusetts,6316,66.4,Worcester
1431,42.67652,-71.82322,Ashby,MA,Massachusetts,3189,52.0,Middlesex
1432,42.56351,-71.57059,Ayer,MA,Massachusetts,7912,358.6,Middlesex
1434,42.53149,-71.61663,Devens,MA,Massachusetts,2245,133.1,Worcester
1436,42.60579,-72.08958,Baldwinville,MA,Massachusetts,3673,157.7,Worcester
1438,42.56028,-72.03583,East Templeton,MA,Massachusetts,365,434.0,Worcester
1440,42.58797,-71.98649,Gardner,MA,Massachusetts,21310,335.7,Worcester
1450,42.61368,-71.56139,Groton,MA,Massachusetts,11218,132.2,Middlesex
1451,42.50005,-71.57754,Harvard,MA,Massachusetts,5068,93.0,Worcester
1452,42.48378,-72.00514,Hubbardston,MA,Massachusetts,4338,40.8,Worcester
1453,42.51961,-71.76583,Leominster,MA,Massachusetts,43478,636.9,Worcester
1460,42.53503,-71.4891,Littleton,MA,Massachusetts,10063,235.3,Middlesex
1462,42.58994,-71.72036,Lunenburg,MA,Massachusetts,11657,169.1,Worcester
1463,42.67126,-71.60429,Pepperell,MA,Massachusetts,11707,200.2,Middlesex
1464,42.57411,-71.6475,Shirley,MA,Massachusetts,7400,188.9,Middlesex
1468,42.55324,-72.06879,Templeton,MA,Massachusetts,4058,71.3,Worcester
1469,42.66514,-71.69161,Townsend,MA,Massachusetts,7479,133.6,Middlesex
1473,42.55122,-71.90266,Westminster,MA,Massachusetts,8148,88.8,Worcester
1474,42.67088,-71.7508,West Townsend,MA,Massachusetts,1665,58.0,Middlesex
1475,42.66675,-72.04902,Winchendon,MA,Massachusetts,10292,92.9,Worcester
1501,42.19689,-71.84549,Auburn,MA,Massachusetts,16684,422.3,Worcester
1503,42.38378,-71.63552,Berlin,MA,Massachusetts,3326,99.0,Worcester
1504,42.0399,-71.53125,Blackstone,MA,Massachusetts,9188,319.3,Worcester
1505,42.35633,-71.72123,Boylston,MA,Massachusetts,4810,115.7,Worcester
1506,42.19364,-72.10441,Brookfield,MA,Massachusetts,3435,85.4,Worcester
1507,42.13509,-71.96803,Charlton,MA,Massachusetts,13312,121.9,Worcester
1510,42.4119,-71.68883,Clinton,MA,Massachusetts,15221,1039.6,Worcester
1515,42.20328,-72.04669,East Brookfield,MA,Massachusetts,2040,79.9,Worcester
1516,42.0528,-71.75106,Douglas,MA,Massachusetts,9186,96.8,Worcester
1518,42.11342,-72.11632,Fiskdale,MA,Massachusetts,3299,104.1,Worcester
1519,42.20077,-71.67892,Grafton,MA,Massachusetts,7626,275.7,Worcester
1520,42.33685,-71.85181,Holden,MA,Massachusetts,16752,343.6,Worcester
1521,42.06012,-72.16592,Holland,MA,Massachusetts,2591,81.5,Hampden
1522,42.38142,-71.87111,Jefferson,MA,Massachusetts,2907,71.6,Worcester
1523,42.48176,-71.68079,Lancaster,MA,Massachusetts,8359,117.7,Worcester
1524,42.24919,-71.91989,Leicester,MA,Massachusetts,6296,152.9,Worcester
1525,42.09899,-71.64296,Linwood,MA,Massachusetts,31,939.7,Worcester
1527,42.19228,-71.77397,Millbury,MA,Massachusetts,13827,342.7,Worcester
1529,42.03906,-71.57767,Millville,MA,Massachusetts,3166,251.4,Worcester
1531,42.31929,-72.12794,New Braintree,MA,Massachusetts,1052,19.6,Worcester
1532,42.32314,-71.64621,Northborough,MA,Massachusetts,15605,326.1,Worcester
1534,42.13991,-71.64433,Northbridge,MA,Massachusetts,6169,250.4,Worcester
1535,42.2695,-72.07794,North Brookfield,MA,Massachusetts,4757,86.4,Worcester
1536,42.23189,-71.69219,North Grafton,MA,Massachusetts,7141,322.0,Worcester
1537,42.16177,-71.89217,North Oxford,MA,Massachusetts,1775,100.6,Worcester
1540,42.11649,-71.85819,Oxford,MA,Massachusetts,11529,233.0,Worcester
1541,42.45649,-71.88128,Princeton,MA,Massachusetts,3502,38.2,Worcester
1542,42.20241,-71.90995,Rochdale,MA,Massachusetts,2667,244.4,Worcester
1543,42.38482,-71.96726,Rutland,MA,Massachusetts,8988,98.8,Worcester
1545,42.28419,-71.71558,Shrewsbury,MA,Massachusetts,38291,712.4,Worcester
1550,42.06039,-72.03377,Southbridge,MA,Massachusetts,17643,336.6,Worcester
1560,42.17496,-71.67762,South Grafton,MA,Massachusetts,4773,517.4,Worcester
1561,42.44581,-71.68845,South Lancaster,MA,Massachusetts,69,707.1,Worcester
1562,42.24715,-71.99189,Spencer,MA,Massachusetts,11963,140.6,Worcester
1564,42.44124,-71.77297,Sterling,MA,Massachusetts,8015,101.1,Worcester
1566,42.1047,-72.07745,Sturbridge,MA,Massachusetts,6507,100.5,Worcester
1568,42.17694,-71.60516,Upton,MA,Massachusetts,7826,142.4,Worcester
1569,42.05895,-71.63741,Uxbridge,MA,Massachusetts,13948,183.3,Worcester
1570,42.05206,-71.8485,Webster,MA,Massachusetts,17664,551.9,Worcester
1571,42.05501,-71.93519,Dudley,MA,Massachusetts,11890,220.4,Worcester
1581,42.26815,-71.61402,Westborough,MA,Massachusetts,21213,397.5,Worcester
1583,42.37034,-71.78502,West Boylston,MA,Massachusetts,7607,233.5,Worcester
1585,42.23762,-72.16311,West Brookfield,MA,Massachusetts,4864,66.9,Worcester
1588,42.11837,-71.66836,Whitinsville,MA,Massachusetts,10206,486.9,Worcester
1590,42.13387,-71.75179,Sutton,MA,Massachusetts,9219,109.6,Worcester
1602,42.27219,-71.84946,Worcester,MA,Massachusetts,26711,1769.3,Worcester
1603,42.24373,-71.84429,Worcester,MA,Massachusetts,20184,1720.4,Worcester
1604,42.25085,-71.7683,Worcester,MA,Massachusetts,40961,2384.1,Worcester
1605,42.28979,-71.78802,Worcester,MA,Massachusetts,30353,2072.7,Worcester
1606,42.31367,-71.79614,Worcester,MA,Massachusetts,22883,1475.4,Worcester
1607,42.22684,-71.79037,Worcester,MA,Massachusetts,8836,1127.3,Worcester
1608,42.2621,-71.80145,Worcester,MA,Massachusetts,4782,3834.5,Worcester
1609,42.28592,-71.82853,Worcester,MA,Massachusetts,23509,2431.0,Worcester
1610,42.24645,-71.80968,Worcester,MA,Massachusetts,26057,4718.0,Worcester
1611,42.23945,-71.87702,Cherry Valley,MA,Massachusetts,2209,249.6,Worcester
1612,42.31037,-71.93095,Paxton,MA,Massachusetts,5005,126.6,Worcester
1701,42.32195,-71.43796,Framingham,MA,Massachusetts,33319,761.7,Middlesex
1702,42.28242,-71.43428,Framingham,MA,Massachusetts,38842,1826.5,Middlesex
1718,42.52165,-71.42983,Acton,MA,Massachusetts,767,2148.3,Middlesex
1719,42.48837,-71.51779,Boxborough,MA,Massachusetts,5471,205.4,Middlesex
1720,42.48397,-71.43809,Acton,MA,Massachusetts,23107,454.7,Middlesex
1721,42.25726,-71.46867,Ashland,MA,Massachusetts,18646,583.5,Middlesex
1730,42.4995,-71.27799,Bedford,MA,Massachusetts,14233,441.6,Middlesex
1731,42.46422,-71.28202,Hanscom Afb,MA,Massachusetts,1917,316.7,Middlesex
1740,42.43616,-71.60728,Bolton,MA,Massachusetts,5606,108.5,Worcester
1741,42.53001,-71.35128,Carlisle,MA,Massachusetts,5215,131.8,Middlesex
1742,42.46221,-71.36504,Concord,MA,Massachusetts,18393,294.4,Middlesex
1745,42.29155,-71.50101,Fayville,MA,Massachusetts,538,532.7,Worcester
1746,42.19775,-71.44499,Holliston,MA,Massachusetts,14386,297.8,Middlesex
1747,42.12477,-71.535,Hopedale,MA,Massachusetts,6012,448.5,Worcester
1748,42.2255,-71.53781,Hopkinton,MA,Massachusetts,18501,272.4,Middlesex
1749,42.38868,-71.54648,Hudson,MA,Massachusetts,20032,671.0,Middlesex
1752,42.3494,-71.54681,Marlborough,MA,Massachusetts,41505,768.2,Middlesex
1754,42.4264,-71.45607,Maynard,MA,Massachusetts,10702,795.1,Middlesex
1756,42.09301,-71.55146,Mendon,MA,Massachusetts,6212,135.0,Worcester
1757,42.15723,-71.51978,Milford,MA,Massachusetts,30294,772.8,Worcester
1760,42.28436,-71.34966,Natick,MA,Massachusetts,36354,949.6,Middlesex
1770,42.23416,-71.37532,Sherborn,MA,Massachusetts,4406,107.8,Middlesex
1772,42.30144,-71.5304,Southborough,MA,Massachusetts,9842,279.1,Worcester
1773,42.42572,-71.31013,Lincoln,MA,Massachusetts,5155,143.6,Middlesex
1775,42.42983,-71.51146,Stow,MA,Massachusetts,7130,158.8,Middlesex
1776,42.38456,-71.42316,Sudbury,MA,Massachusetts,18912,299.2,Middlesex
1778,42.3583,-71.35895,Wayland,MA,Massachusetts,14060,361.2,Middlesex
1801,42.48694,-71.15415,Woburn,MA,Massachusetts,40967,1245.0,Middlesex
1803,42.5028,-71.20147,Burlington,MA,Massachusetts,26234,898.7,Middlesex
1810,42.64669,-71.16517,Andover,MA,Massachusetts,35600,450.3,Essex
1821,42.54999,-71.25206,Billerica,MA,Massachusetts,31499,733.0,Middlesex
1824,42.59156,-71.35553,Chelmsford,MA,Massachusetts,26574,568.1,Middlesex
1826,42.68323,-71.30063,Dracut,MA,Massachusetts,32313,600.3,Middlesex
1827,42.67643,-71.50052,Dunstable,MA,Massachusetts,3369,79.0,Middlesex
1830,42.7959,-71.05323,Haverhill,MA,Massachusetts,27403,762.9,Essex
1832,42.79099,-71.13133,Haverhill,MA,Massachusetts,25526,867.8,Essex
1833,42.72409,-70.9821,Georgetown,MA,Massachusetts,8384,252.4,Essex
1834,42.75198,-71.01486,Groveland,MA,Massachusetts,6739,293.0,Essex
1835,42.75292,-71.08602,Haverhill,MA,Massachusetts,14164,700.1,Essex
1840,42.70695,-71.16014,Lawrence,MA,Massachusetts,6814,5153.7,Essex
1841,42.71077,-71.16494,Lawrence,MA,Massachusetts,53180,6746.6,Essex
1843,42.68985,-71.16095,Lawrence,MA,Massachusetts,27804,3181.4,Essex
1844,42.73426,-71.18858,Methuen,MA,Massachusetts,52502,917.3,Essex
1845,42.67132,-71.08669,North Andover,MA,Massachusetts,31394,459.0,Essex
1850,42.65569,-71.30292,Lowell,MA,Massachusetts,16438,4663.7,Middlesex
1851,42.62915,-71.33674,Lowell,MA,Massachusetts,32469,3882.8,Middlesex
1852,42.63231,-71.29538,Lowell,MA,Massachusetts,36740,2852.6,Middlesex
1854,42.64939,-71.34827,Lowell,MA,Massachusetts,29157,2842.6,Middlesex
1860,42.83858,-71.01194,Merrimac,MA,Massachusetts,6698,304.3,Essex
1862,42.57427,-71.29437,North Billerica,MA,Massachusetts,10719,454.5,Middlesex
1863,42.63274,-71.39132,North Chelmsford,MA,Massachusetts,9697,840.4,Middlesex
1864,42.58156,-71.08759,North Reading,MA,Massachusetts,15549,456.3,Middlesex
1867,42.53505,-71.1055,Reading,MA,Massachusetts,25511,988.5,Middlesex
1876,42.61206,-71.22733,Tewksbury,MA,Massachusetts,30930,573.3,Middlesex
1879,42.66626,-71.42911,Tyngsboro,MA,Massachusetts,12454,286.9,Middlesex
1880,42.50348,-71.06559,Wakefield,MA,Massachusetts,27179,1420.9,Middlesex
1886,42.58642,-71.44008,Westford,MA,Massachusetts,24535,313.2,Middlesex
1887,42.56091,-71.16541,Wilmington,MA,Massachusetts,23311,530.3,Middlesex
1890,42.45177,-71.14628,Winchester,MA,Massachusetts,22875,1464.3,Middlesex
1901,42.46125,-70.94639,Lynn,MA,Massachusetts,2291,3261.0,Essex
1902,42.4712,-70.93983,Lynn,MA,Massachusetts,51008,8310.6,Essex
1904,42.49151,-70.97166,Lynn,MA,Massachusetts,19912,1810.7,Essex
1905,42.46355,-70.9733,Lynn,MA,Massachusetts,26962,3413.1,Essex
1906,42.46922,-71.01299,Saugus,MA,Massachusetts,28521,951.1,Essex
1907,42.47572,-70.90684,Swampscott,MA,Massachusetts,15183,1939.2,Essex
1908,42.42856,-70.92614,Nahant,MA,Massachusetts,3354,1203.7,Essex
1913,42.85297,-70.94459,Amesbury,MA,Massachusetts,17286,543.0,Essex
1915,42.56841,-70.8647,Beverly,MA,Massachusetts,41545,1128.9,Essex
1921,42.6815,-71.01887,Boxford,MA,Massachusetts,8265,135.2,Essex
1922,42.75862,-70.91758,Byfield,MA,Massachusetts,3929,167.3,Essex
1923,42.57398,-70.94923,Danvers,MA,Massachusetts,27789,812.5,Essex
1929,42.63478,-70.77684,Essex,MA,Massachusetts,3650,101.1,Essex
1930,42.62605,-70.68966,Gloucester,MA,Massachusetts,29814,439.4,Essex
1937,42.58579,-70.98406,Hathorne,MA,Massachusetts,177,935.5,Essex
1938,42.68568,-70.83989,Ipswich,MA,Massachusetts,13740,165.2,Essex
1940,42.53523,-71.03695,Lynnfield,MA,Massachusetts,13023,499.0,Essex
1944,42.58154,-70.76825,Manchester,MA,Massachusetts,5382,225.1,Essex
1945,42.49924,-70.86348,Marblehead,MA,Massachusetts,20397,1777.8,Essex
1949,42.6043,-71.01641,Middleton,MA,Massachusetts,9726,279.3,Essex
1950,42.81237,-70.88785,Newburyport,MA,Massachusetts,18282,845.3,Essex
1951,42.77742,-70.85022,Newbury,MA,Massachusetts,2816,76.0,Essex
1952,42.84655,-70.86163,Salisbury,MA,Massachusetts,9152,229.9,Essex
1960,42.53374,-70.97222,Peabody,MA,Massachusetts,54051,1303.1,Essex
1965,42.56294,-70.82996,Prides Crossing,MA,Massachusetts,903,396.5,Essex
1966,42.65432,-70.62227,Rockport,MA,Massachusetts,7014,387.6,Essex
1969,42.72235,-70.88832,Rowley,MA,Massachusetts,6135,130.1,Essex
1970,42.51298,-70.90266,Salem,MA,Massachusetts,44372,2078.5,Essex
1982,42.62669,-70.85789,South Hamilton,MA,Massachusetts,7641,207.7,Essex
1983,42.63728,-70.94251,Topsfield,MA,Massachusetts,6530,211.9,Essex
1984,42.60078,-70.8826,Wenham,MA,Massachusetts,5006,252.4,Essex
1985,42.7939,-70.96906,West Newbury,MA,Massachusetts,4500,129.2,Essex
2019,42.0777,-71.47407,Bellingham,MA,Massachusetts,16934,356.4,Norfolk
2021,42.17504,-71.12645,Canton,MA,Massachusetts,24122,496.8,Norfolk
2025,42.23603,-70.81906,Cohasset,MA,Massachusetts,8295,327.7,Norfolk
2026,42.24665,-71.1777,Dedham,MA,Massachusetts,25308,951.4,Norfolk
2030,42.2366,-71.28421,Dover,MA,Massachusetts,5894,150.7,Norfolk
2032,42.15489,-71.2155,East Walpole,MA,Massachusetts,4878,805.5,Norfolk
2035,42.06266,-71.24613,Foxboro,MA,Massachusetts,18431,358.4,Norfolk
2038,42.08622,-71.41126,Franklin,MA,Massachusetts,33057,479.1,Norfolk
2043,42.21678,-70.88494,Hingham,MA,Massachusetts,24061,418.9,Plymouth
2045,42.28437,-70.88266,Hull,MA,Massachusetts,10120,1461.4,Plymouth
2047,42.14582,-70.69603,Humarock,MA,Massachusetts,187,125.2,Plymouth
2048,42.01626,-71.21868,Mansfield,MA,Massachusetts,23768,456.5,Bristol
2050,42.11443,-70.71487,Marshfield,MA,Massachusetts,25841,346.9,Plymouth
2052,42.1848,-71.30501,Medfield,MA,Massachusetts,12775,342.3,Norfolk
2053,42.15352,-71.42906,Medway,MA,Massachusetts,13610,455.5,Norfolk
2054,42.1693,-71.36261,Millis,MA,Massachusetts,8481,272.1,Norfolk
2056,42.11632,-71.32952,Norfolk,MA,Massachusetts,11531,298.8,Norfolk
2061,42.16075,-70.81772,Norwell,MA,Massachusetts,11258,207.7,Plymouth
2062,42.18563,-71.19464,Norwood,MA,Massachusetts,31256,1144.0,Norfolk
2066,42.20129,-70.76155,Scituate,MA,Massachusetts,18781,439.6,Plymouth
2067,42.10778,-71.18183,Sharon,MA,Massachusetts,18477,314.5,Norfolk
2071,42.10392,-71.27002,South Walpole,MA,Massachusetts,1248,500.9,Norfolk
2072,42.1192,-71.10189,Stoughton,MA,Massachusetts,29028,696.7,Norfolk
2081,42.14689,-71.25916,Walpole,MA,Massachusetts,20287,441.9,Norfolk
2090,42.22024,-71.21057,Westwood,MA,Massachusetts,16066,569.6,Norfolk
2093,42.05129,-71.35522,Wrentham,MA,Massachusetts,12077,214.8,Norfolk
2108,42.35657,-71.06516,Boston,MA,Massachusetts,4225,5956.4,Suffolk
2109,42.36498,-71.05277,Boston,MA,Massachusetts,3627,8258.2,Suffolk
2110,42.35797,-71.05189,Boston,MA,Massachusetts,2307,4979.4,Suffolk
